Interface_Temp,Fan_FanTray1Fan1Sensor1,Fan_FanTray2Fan1Sensor1,Fan_FanTray3Fan1Sensor1,Fan_FanTray4Fan1Sensor1,rack_unit,Device_local_sn,SFP_manufacturer,SFP_model,fan_speed_mean
71.5,9090,9090,9090,9090,8,JPE22191975,AOI,AQPLBCQ4EDMA1072,9090.0
70.9,9316,9287,9287,9287,4,SGD22074185,AOI,AQPLBCQ4EDMA1072,9294.25
70.7,9900,9836,9868,9868,1,SGD20475409,AOI,AQPLBCQ4EDMA1072,9868.0
70.5,8571,8620,8547,8595,1,JPE22190547,AOI,AQPLBCQ4EDMA1072,8583.25
70.4,8571,8547,8547,8571,1,JPE20452190,AOI,AQPLBCQ4EDMA1072,8559.0
70.4,7334,7334,7334,7334,4,JPE22192032,AOI,AQPLBCQ4EDMA1072,7334.0
70.2,7263,7228,7263,7246,5,SGD22023266,AOI,AQPLBCQ4EDMA1072,7250.0
70.2,8130,8152,8130,8174,2,JPE22190484,AOI,AQPLBCQ4EDMA1072,8146.5
70.2,7556,7556,7500,7537,8,SGD22023276,AOI,AQPLBCQ4EDMA1072,7537.25
70.2,8620,8620,8645,8645,7,JPE22190600,AOI,AQPLBCQ4EDMA1072,8632.5
70.2,8571,8620,8547,8595,1,JPE22190547,AOI,AQPLBCQ4EDMA1072,8583.25
70.2,10452,10416,10416,10416,2,JPE22192104,AOI,AQPLBCQ4EDMA1072,10425.0
70.2,9771,9803,9803,9803,2,JPE22081096,AOI,AQPLBCQ4EDMA1072,9795.0
70.2,8571,8595,8595,8595,4,JPE21314471,AOI,AQPLBCQ4EDMA1072,8589.0
70.2,9523,9554,9523,9584,4,JPE22192774,AOI,AQPLBCQ4EDMA1072,9546.0
70.2,8000,7894,7915,8000,2,SGD21084776,AOI,AQPLBCQ4EDMA1072,7952.25
70.2,9900,9900,9933,9900,1,SGD22056726,AOI,AQPLBCQ4EDMA1072,9908.25
70.2,9933,9900,9868,9868,6,JPE22182481,AOI,AQPLBCQ4EDMA1072,9892.25
70.1,10563,10526,10489,10526,2,JPE22191931,AOI,AQPLBCQ4EDMA1072,10526.0
70.1,8333,8379,8356,8333,1,SGD20475201,AOI,AQPLBCQ4EDMA1072,8350.25
70.1,8241,8264,8310,8264,5,JPE22190541,AOI,AQPLBCQ4EDMA1072,8269.75
70.1,7812,7853,7832,7812,2,SGD21521595,AOI,AQPLBCQ4EDMA1072,7827.25
70.1,9433,9404,9433,9404,2,SGD22075474,AOI,AQPLBCQ4EDMA1072,9418.5
70.1,7915,7894,7936,7915,8,JPE22097914,AOI,AQPLBCQ4EDMA1072,7915.0
70.1,6960,6944,6912,6960,6,SGD21068325,AOI,AQPLBCQ4EDMA1072,6944.0
70.1,8196,8219,8174,8174,4,SGD22057477,AOI,AQPLBCQ4EDMA1072,8190.75
70.1,10000,10000,10000,9966,3,JPE22106779,AOI,AQPLBCQ4EDMA1072,9991.5
70.1,9090,9090,9090,9090,8,JPE22191975,AOI,AQPLBCQ4EDMA1072,9090.0
70.1,9584,9554,9493,9584,2,JPE22193080,AOI,AQPLBCQ4EDMA1072,9553.75
70.1,7425,7500,7407,7389,8,SGD21067689,AOI,AQPLBCQ4EDMA1072,7430.25
70.1,9771,9803,9803,9803,2,JPE22081096,AOI,AQPLBCQ4EDMA1072,9795.0
70.1,11363,11406,11363,11363,1,JPE22200302,AOI,AQPLBCQ4EDMA1072,11373.75
70.1,8771,8797,8797,8797,7,JPE22192720,AOI,AQPLBCQ4EDMA1072,8790.5
70.0,9966,9933,9933,9933,7,SGD22074911,AOI,AQPLBCQ4EDMA1072,9941.25
70.0,7228,7246,7299,7228,4,JPE22192825,AOI,AQPLBCQ4EDMA1072,7250.25
70.0,8042,8021,8108,8042,7,JPE22107034,AOI,AQPLBCQ4EDMA1072,8053.25
70.0,6637,6666,6681,6666,4,JPE19322344,AOI,AQPLBCQ4EDMA1072,6662.5
70.0,9036,9009,8982,9063,2,SGD22056898,AOI,AQPLBCQ4EDMA1072,9022.5
70.0,10204,10204,10169,10238,3,JPE22200326,AOI,AQPLBCQ4EDMA1072,10203.75
70.0,10309,10380,10344,10344,1,SGD21521250,AOI,AQPLBCQ4EDMA1072,10344.25
70.0,10204,10204,10169,10238,3,JPE22200326,AOI,AQPLBCQ4EDMA1072,10203.75
70.0,10600,10638,10676,10676,5,JPE20475110,AOI,AQPLBCQ4EDMA1072,10647.5
70.0,9433,9433,9433,9433,1,SGD21521089,AOI,AQPLBCQ4EDMA1072,9433.0
70.0,7371,7281,7334,7334,8,SGD22023561,AOI,AQPLBCQ4EDMA1072,7330.0
70.0,7614,7712,7633,7653,4,SGD20421618,AOI,AQPLBCQ4EDMA1072,7653.0
70.0,8670,8645,8670,8645,4,JPE20471165,AOI,AQPLBCQ4EDMA1072,8657.5
70.0,7025,6944,6976,7009,3,SGD20390974,AOI,AQPLBCQ4EDMA1072,6988.5
70.0,6578,6666,6666,6622,7,JPE20462277,AOI,AQPLBCQ4EDMA1072,6633.0
70.0,7317,7317,7334,7317,4,SGD21068135,AOI,AQPLBCQ4EDMA1072,7321.25
70.0,7177,7263,7281,7142,4,SGD20475004,AOI,AQPLBCQ4EDMA1072,7215.75
70.0,6802,6864,6833,6864,3,SGD22056857,AOI,AQPLBCQ4EDMA1072,6840.75
70.0,8130,8152,8086,8064,4,SGD21172754,AOI,AQPLBCQ4EDMA1072,8108.0
70.0,7142,7159,7075,7142,8,SGD21053944,AOI,AQPLBCQ4EDMA1072,7129.5
70.0,6726,6666,6666,6726,6,SGD20436289,AOI,AQPLBCQ4EDMA1072,6696.0
70.0,8021,7978,8042,8042,2,SGD21520989,AOI,AQPLBCQ4EDMA1072,8020.75
70.0,10526,10526,10563,10563,2,JPE21312213,AOI,AQPLBCQ4EDMA1072,10544.5
70.0,10000,10033,9966,10033,4,JPE22192025,AOI,AQPLBCQ4EDMA1072,10008.0
70.0,8450,8426,8450,8474,5,JPE22097812,AOI,AQPLBCQ4EDMA1072,8450.0
70.0,6666,6651,6696,6681,4,SGD20452971,AOI,AQPLBCQ4EDMA1072,6673.5
70.0,8928,8928,8955,8955,3,JPE22192026,AOI,AQPLBCQ4EDMA1072,8941.5
70.0,8356,8310,8356,8426,3,SGD22023425,AOI,AQPLBCQ4EDMA1072,8362.0
70.0,9259,9375,9316,9287,1,SGD22057013,AOI,AQPLBCQ4EDMA1072,9309.25
70.0,10989,10948,10948,10948,5,SGD22075025,AOI,AQPLBCQ4EDMA1072,10958.25
70.0,10489,10489,10526,10489,1,SGD21521237,AOI,AQPLBCQ4EDMA1072,10498.25
70.0,9740,9771,9803,9803,1,SGD20453007,AOI,AQPLBCQ4EDMA1072,9779.25
70.0,7936,7915,7894,7894,1,SGD21039804,AOI,AQPLBCQ4EDMA1072,7909.75
70.0,6651,6681,6637,6637,6,JPE22193008,AOI,AQPLBCQ4EDMA1072,6651.5
70.0,9174,9202,9146,9174,4,SGD22074230,AOI,AQPLBCQ4EDMA1072,9174.0
69.9,8571,8547,8522,8571,2,HBG2319012D,AOI,AQPLBCQ4EDMA1072,8552.75
69.9,9554,9523,9584,9554,1,JPE22192101,AOI,AQPLBCQ4EDMA1072,9553.75
69.9,9868,9803,9803,9836,4,SGD22074528,AOI,AQPLBCQ4EDMA1072,9827.5
69.9,7792,7751,7751,7712,7,SGD20511865,AOI,AQPLBCQ4EDMA1072,7751.5
69.9,7444,7500,7481,7481,2,SGD22023674,AOI,AQPLBCQ4EDMA1072,7476.5
69.9,7500,7500,7537,7518,8,SGD22056746,AOI,AQPLBCQ4EDMA1072,7513.75
69.9,9009,8955,8982,8982,1,SGD21016702,AOI,AQPLBCQ4EDMA1072,8982.0
69.9,10452,10416,10416,10416,2,JPE22192104,AOI,AQPLBCQ4EDMA1072,10425.0
69.9,7009,6928,7025,6928,6,SGD20474996,AOI,AQPLBCQ4EDMA1072,6972.5
69.9,10869,10948,10869,10909,1,SGD22074143,AOI,AQPLBCQ4EDMA1072,10898.75
69.9,10452,10489,10416,10452,1,SGD22057099,AOI,AQPLBCQ4EDMA1072,10452.25
69.9,8571,8595,8547,8547,4,JPE22105849,AOI,AQPLBCQ4EDMA1072,8565.0
69.9,9646,9646,9646,9646,2,SGD22023602,AOI,AQPLBCQ4EDMA1072,9646.0
69.9,7125,7125,7159,7058,5,JPE22190528,AOI,AQPLBCQ4EDMA1072,7116.75
69.9,9433,9463,9463,9493,8,JPE22193033,AOI,AQPLBCQ4EDMA1072,9463.0
69.9,8620,8620,8645,8645,7,JPE22190600,AOI,AQPLBCQ4EDMA1072,8632.5
69.9,8849,8797,8670,8849,1,SGD20475217,AOI,AQPLBCQ4EDMA1072,8791.25
69.9,7594,7594,7594,7594,7,SGD21492083,AOI,AQPLBCQ4EDMA1072,7594.0
69.9,7894,7894,7915,7874,3,SGD21520986,AOI,AQPLBCQ4EDMA1072,7894.25
69.8,9554,9523,9493,9493,5,JPE22200552,AOI,AQPLBCQ4EDMA1072,9515.75
69.8,6802,6741,6802,6741,8,JPE20462419,AOI,AQPLBCQ4EDMA1072,6771.5
69.8,6437,6437,6410,6437,5,JPE22173184,AOI,AQPLBCQ4EDMA1072,6430.25
69.8,10489,10489,10526,10489,1,SGD21521237,AOI,AQPLBCQ4EDMA1072,10498.25
69.8,8595,8595,8595,8595,5,SGD22057357,AOI,AQPLBCQ4EDMA1072,8595.0
69.8,10563,10526,10489,10526,2,JPE22191931,AOI,AQPLBCQ4EDMA1072,10526.0
69.8,8241,8264,8310,8264,5,JPE22190541,AOI,AQPLBCQ4EDMA1072,8269.75
69.8,7653,7653,7672,7653,1,JPE20443623,AOI,AQPLBCQ4EDMA1072,7657.75
69.8,11194,11235,11235,11152,2,SGD22057242,AOI,AQPLBCQ4EDMA1072,11204.0
69.8,6666,6651,6696,6681,4,SGD20452971,AOI,AQPLBCQ4EDMA1072,6673.5
69.8,6578,6666,6666,6622,7,JPE20462277,AOI,AQPLBCQ4EDMA1072,6633.0
69.8,8174,8086,8108,8086,7,JPE21463552,AOI,AQPLBCQ4EDMA1072,8113.5
69.7,7812,7853,7832,7812,2,SGD21521595,AOI,AQPLBCQ4EDMA1072,7827.25
69.7,6960,6944,6976,6993,6,SGD21213982,AOI,AQPLBCQ4EDMA1072,6968.25
69.7,7751,7751,7772,7712,5,SGD22057342,AOI,AQPLBCQ4EDMA1072,7746.5
69.7,6976,6993,6993,6976,3,SGD21521056,AOI,AQPLBCQ4EDMA1072,6984.5
69.7,6396,6369,6423,6437,8,SGD20391141,AOI,AQPLBCQ4EDMA1072,6406.25
69.7,6864,6928,6864,6896,1,SGD20452480,AOI,AQPLBCQ4EDMA1072,6888.0
69.7,8219,8196,8174,8196,5,SGD21143936,AOI,AQPLBCQ4EDMA1072,8196.25
69.7,8928,8849,8875,8875,1,SGD22023438,AOI,AQPLBCQ4EDMA1072,8881.75
69.7,9174,9174,9174,9146,5,SGD22057271,AOI,AQPLBCQ4EDMA1072,9167.0
69.7,7092,7092,7125,7092,6,SGD21067598,AOI,AQPLBCQ4EDMA1072,7100.25
69.7,6741,6833,6864,6880,4,SGD20422104,AOI,AQPLBCQ4EDMA1072,6829.5
69.7,8902,8875,8849,8928,6,SGD22075488,AOI,AQPLBCQ4EDMA1072,8888.5
69.7,7812,7853,7832,7812,2,SGD21521595,AOI,AQPLBCQ4EDMA1072,7827.25
69.7,8746,8746,8746,8771,1,SGD21053636,AOI,AQPLBCQ4EDMA1072,8752.25
69.7,6896,6912,6880,6944,2,SGD21067924,AOI,AQPLBCQ4EDMA1072,6908.0
69.6,7731,7614,7633,7712,1,SGD21017509,AOI,AQPLBCQ4EDMA1072,7672.5
69.6,8797,8797,8823,8823,6,SGD22057375,AOI,AQPLBCQ4EDMA1072,8810.0
69.6,7334,7334,7334,7334,4,JPE22192032,AOI,AQPLBCQ4EDMA1072,7334.0
69.6,7142,7159,7075,7142,8,SGD21053944,AOI,AQPLBCQ4EDMA1072,7129.5
69.6,8571,8595,8571,8571,4,JPE20452810,AOI,AQPLBCQ4EDMA1072,8577.0
69.6,7352,7352,7371,7352,8,SGD21520832,AOI,AQPLBCQ4EDMA1072,7356.75
69.6,9836,9836,9836,9836,2,SGD22073980,AOI,AQPLBCQ4EDMA1072,9836.0
69.6,6578,6593,6593,6622,7,SGD21068371,AOI,AQPLBCQ4EDMA1072,6596.5
69.6,8264,8310,8310,8241,2,SGD20445557,AOI,AQPLBCQ4EDMA1072,8281.25
69.6,8264,8310,8310,8241,2,SGD20445557,AOI,AQPLBCQ4EDMA1072,8281.25
69.5,9740,9771,9803,9803,1,SGD20453007,AOI,AQPLBCQ4EDMA1072,9779.25
69.5,9433,9404,9433,9404,2,SGD22075474,AOI,AQPLBCQ4EDMA1072,9418.5
69.5,7125,7125,7159,7058,5,JPE22190528,AOI,AQPLBCQ4EDMA1072,7116.75
69.5,6711,6666,6651,6607,2,JPE20452049,AOI,AQPLBCQ4EDMA1072,6658.75
69.5,6864,6928,6864,6896,1,SGD20452480,AOI,AQPLBCQ4EDMA1072,6888.0
69.5,7142,7194,7194,7228,4,JPE20451988,AOI,AQPLBCQ4EDMA1072,7189.5
69.5,7075,7142,7109,7125,2,SGD22057178,AOI,AQPLBCQ4EDMA1072,7112.75
69.5,8450,8426,8450,8474,5,JPE22097812,AOI,AQPLBCQ4EDMA1072,8450.0
69.5,11363,11406,11363,11363,1,JPE22200302,AOI,AQPLBCQ4EDMA1072,11373.75
69.5,9523,9554,9523,9584,4,JPE22192774,AOI,AQPLBCQ4EDMA1072,9546.0
69.5,7751,7751,7751,7731,7,SGD22056814,AOI,AQPLBCQ4EDMA1072,7746.0
69.5,6711,6726,6711,6681,4,SGD21067972,AOI,AQPLBCQ4EDMA1072,6707.25
69.5,6681,6637,6696,6622,6,SGD21039720,AOI,AQPLBCQ4EDMA1072,6659.0
69.5,9174,9090,9202,9174,1,SGD21068449,AOI,AQPLBCQ4EDMA1072,9160.0
69.5,8571,8595,8595,8595,4,JPE21314471,AOI,AQPLBCQ4EDMA1072,8589.0
69.4,7317,7317,7334,7317,4,SGD21068135,AOI,AQPLBCQ4EDMA1072,7321.25
69.4,7177,7194,7211,7194,6,JPE20471002,AOI,AQPLBCQ4EDMA1072,7194.0
69.4,6000,5988,6000,6036,6,SGD21067625,AOI,AQPLBCQ4EDMA1072,6006.0
69.4,8174,8174,8174,8241,2,SGD21084814,AOI,AQPLBCQ4EDMA1072,8190.75
69.4,8426,8379,8403,8379,6,SGD22075487,AOI,AQPLBCQ4EDMA1072,8396.75
69.4,9174,9202,9146,9174,4,SGD22074230,AOI,AQPLBCQ4EDMA1072,9174.0
69.4,6802,6864,6833,6864,3,SGD22056857,AOI,AQPLBCQ4EDMA1072,6840.75
69.4,7352,7352,7371,7352,8,SGD21520832,AOI,AQPLBCQ4EDMA1072,7356.75
69.4,7042,7092,7025,7075,2,SGD21035711,AOI,AQPLBCQ4EDMA1072,7058.5
69.4,7874,7874,7894,7915,2,SGD22023552,AOI,AQPLBCQ4EDMA1072,7889.25
69.4,10452,10526,10563,10526,3,SGD22023395,AOI,AQPLBCQ4EDMA1072,10516.75
69.4,8771,8797,8797,8797,7,JPE22192720,AOI,AQPLBCQ4EDMA1072,8790.5
69.4,9259,9259,9259,9259,6,JPE21314349,AOI,AQPLBCQ4EDMA1072,9259.0
69.4,8771,8797,8797,8797,7,JPE22192720,AOI,AQPLBCQ4EDMA1072,8790.5
69.4,9933,9900,9868,9868,6,JPE22182481,AOI,AQPLBCQ4EDMA1072,9892.25
69.4,8356,8310,8356,8426,3,SGD22023425,AOI,AQPLBCQ4EDMA1072,8362.0
69.4,10989,10948,10948,10948,5,SGD22075025,AOI,AQPLBCQ4EDMA1072,10958.25
69.4,6711,6666,6651,6607,2,JPE20452049,AOI,AQPLBCQ4EDMA1072,6658.75
69.4,8241,8264,8310,8264,5,JPE22190541,AOI,AQPLBCQ4EDMA1072,8269.75
69.4,8571,8595,8547,8547,4,JPE22105849,AOI,AQPLBCQ4EDMA1072,8565.0
69.3,6493,6493,6479,6507,4,SGD22023361,AOI,AQPLBCQ4EDMA1072,6493.0
69.3,8264,8310,8310,8241,2,SGD20445557,AOI,AQPLBCQ4EDMA1072,8281.25
69.3,7334,7334,7334,7334,4,JPE22192032,AOI,AQPLBCQ4EDMA1072,7334.0
69.3,8823,8771,8875,8823,5,SGD21068151,AOI,AQPLBCQ4EDMA1072,8823.0
69.3,10909,10909,10909,10948,1,SGD20444853,AOI,AQPLBCQ4EDMA1072,10918.75
69.3,8241,8264,8310,8264,5,JPE22190541,AOI,AQPLBCQ4EDMA1072,8269.75
69.3,9036,9036,8955,8955,5,SGD22075034,AOI,AQPLBCQ4EDMA1072,8995.5
69.3,6493,6437,6493,6382,8,SGD22023496,AOI,AQPLBCQ4EDMA1072,6451.25
69.3,7009,7025,7042,7009,2,SGD21084795,AOI,AQPLBCQ4EDMA1072,7021.25
69.3,7957,8021,7978,7957,7,SGD22074217,AOI,AQPLBCQ4EDMA1072,7978.25
69.3,6896,6912,6880,6944,2,SGD21067924,AOI,AQPLBCQ4EDMA1072,6908.0
69.2,6578,6593,6593,6622,7,SGD21068371,AOI,AQPLBCQ4EDMA1072,6596.5
69.2,9036,9009,8982,9063,2,SGD22056898,AOI,AQPLBCQ4EDMA1072,9022.5
69.2,7009,6928,7025,6928,6,SGD20474996,AOI,AQPLBCQ4EDMA1072,6972.5
69.2,8219,8219,8241,8196,7,JPE22100096,AOI,AQPLBCQ4EDMA1072,8218.75
69.2,6666,6681,6607,6696,6,SGD22057232,AOI,AQPLBCQ4EDMA1072,6662.5
69.2,8571,8595,8547,8547,4,JPE22105849,AOI,AQPLBCQ4EDMA1072,8565.0
69.2,7194,7211,7177,7194,7,SGD22023365,AOI,AQPLBCQ4EDMA1072,7194.0
69.2,7772,7751,7731,7751,2,SGD21521091,AOI,AQPLBCQ4EDMA1072,7751.25
69.2,6160,6147,6085,6097,3,JPE22183163,AOI,AQPLBCQ4EDMA1072,6122.25
69.2,6637,6666,6681,6666,4,JPE19322344,AOI,AQPLBCQ4EDMA1072,6662.5
69.2,8310,8310,8310,8333,3,SGD21068117,AOI,AQPLBCQ4EDMA1072,8315.75
69.2,6756,6849,6802,6787,1,SGD21067624,AOI,AQPLBCQ4EDMA1072,6798.5
69.2,9771,9803,9803,9803,2,JPE22081096,AOI,AQPLBCQ4EDMA1072,9795.0
69.2,8021,8021,8042,8000,7,SGD21067500,AOI,AQPLBCQ4EDMA1072,8021.0
69.2,8902,8875,8849,8928,6,SGD22075488,AOI,AQPLBCQ4EDMA1072,8888.5
69.1,6493,6437,6493,6382,8,SGD22023496,AOI,AQPLBCQ4EDMA1072,6451.25
69.1,11363,11278,11278,11363,1,SGD21492568,AOI,AQPLBCQ4EDMA1072,11320.5
69.1,10452,10416,10416,10416,2,JPE22192104,AOI,AQPLBCQ4EDMA1072,10425.0
69.1,8042,8021,8000,8064,3,SGD22023634,AOI,AQPLBCQ4EDMA1072,8031.75
69.1,9404,9404,9433,9433,6,JPE22192717,AOI,AQPLBCQ4EDMA1072,9418.5
69.1,10452,10416,10416,10416,2,JPE22192104,AOI,AQPLBCQ4EDMA1072,10425.0
69.1,8928,8982,8902,8982,1,JPE20481523,AOI,AQPLBCQ4EDMA1072,8948.5
69.1,6578,6593,6593,6622,7,SGD21068371,AOI,AQPLBCQ4EDMA1072,6596.5
69.1,9202,9202,9259,9259,2,SGD22074514,AOI,AQPLBCQ4EDMA1072,9230.5
69.1,10989,10948,10948,10948,1,SGD22074084,AOI,AQPLBCQ4EDMA1072,10958.25
69.1,6521,6550,6564,6564,3,SGD21085314,AOI,AQPLBCQ4EDMA1072,6549.75
69.1,7894,7894,7915,7874,3,SGD21520986,AOI,AQPLBCQ4EDMA1072,7894.25
69.1,8746,8720,8746,8746,2,SGD21520831,AOI,AQPLBCQ4EDMA1072,8739.5
69.1,9523,9554,9523,9584,4,JPE22192774,AOI,AQPLBCQ4EDMA1072,9546.0
69.1,9523,9554,9523,9584,4,JPE22192774,AOI,AQPLBCQ4EDMA1072,9546.0
69.1,7500,7500,7537,7518,8,SGD22056746,AOI,AQPLBCQ4EDMA1072,7513.75
69.1,7633,7614,7633,7594,3,SGD22023399,AOI,AQPLBCQ4EDMA1072,7618.5
69.1,6912,6944,6928,6912,7,SGD20435694,AOI,AQPLBCQ4EDMA1072,6924.0
69.1,9259,9375,9316,9287,1,SGD22057013,AOI,AQPLBCQ4EDMA1072,9309.25
69.1,6896,6912,6880,6944,2,SGD21067924,AOI,AQPLBCQ4EDMA1072,6908.0
69.1,6666,6622,6607,6622,5,SGD20452556,AOI,AQPLBCQ4EDMA1072,6629.25
69.1,6651,6681,6637,6637,6,JPE22193008,AOI,AQPLBCQ4EDMA1072,6651.5
69.1,9316,9287,9287,9287,4,SGD22074185,AOI,AQPLBCQ4EDMA1072,9294.25
69.1,8241,8264,8310,8264,5,JPE22190541,AOI,AQPLBCQ4EDMA1072,8269.75
69.1,7633,7614,7633,7575,1,SGD20436295,AOI,AQPLBCQ4EDMA1072,7613.75
69.1,11320,11194,11278,11194,2,SGD22056962,AOI,AQPLBCQ4EDMA1072,11246.5
69.0,10101,10101,10101,10067,3,JPE21320926,AOI,AQPLBCQ4EDMA1072,10092.5
69.0,9345,9345,9316,9316,5,JPE21321007,AOI,AQPLBCQ4EDMA1072,9330.5
69.0,7792,7792,7792,7812,3,JPE22192809,AOI,AQPLBCQ4EDMA1072,7797.0
69.0,9900,9900,9933,9900,1,SGD22056726,AOI,AQPLBCQ4EDMA1072,9908.25
69.0,8746,8746,8746,8771,1,SGD21053636,AOI,AQPLBCQ4EDMA1072,8752.25
69.0,9493,9433,9433,9463,8,SGD22057382,AOI,AQPLBCQ4EDMA1072,9455.5
69.0,6741,6833,6864,6880,4,SGD20422104,AOI,AQPLBCQ4EDMA1072,6829.5
69.0,9036,9009,8982,9063,2,SGD22056898,AOI,AQPLBCQ4EDMA1072,9022.5
69.0,6928,6880,6849,6896,7,SGD21520627,AOI,AQPLBCQ4EDMA1072,6888.25
69.0,6637,6666,6681,6666,4,JPE19322344,AOI,AQPLBCQ4EDMA1072,6662.5
69.0,6802,6741,6802,6741,8,JPE20462419,AOI,AQPLBCQ4EDMA1072,6771.5
69.0,8426,8379,8403,8403,3,SGD21521234,AOI,AQPLBCQ4EDMA1072,8402.75
69.0,6593,6651,6535,6550,5,JPE20481626,AOI,AQPLBCQ4EDMA1072,6582.25
69.0,5905,5917,5976,5917,4,JPE20434240,AOI,AQPLBCQ4EDMA1072,5928.75
69.0,8571,8595,8595,8595,4,JPE21314471,AOI,AQPLBCQ4EDMA1072,8589.0
69.0,7142,7194,7194,7228,4,JPE20451988,AOI,AQPLBCQ4EDMA1072,7189.5
69.0,11029,11070,10989,11029,1,SGD22057293,AOI,AQPLBCQ4EDMA1072,11029.25
69.0,7692,7594,7594,7614,5,SGD20474877,AOI,AQPLBCQ4EDMA1072,7623.5
69.0,8928,8902,8928,8982,6,JPE22100157,AOI,AQPLBCQ4EDMA1072,8935.0
69.0,8595,8595,8595,8595,5,SGD22057357,AOI,AQPLBCQ4EDMA1072,8595.0
69.0,7936,7915,7894,7894,1,SGD21039804,AOI,AQPLBCQ4EDMA1072,7909.75
69.0,9433,9493,9463,9404,6,SGD22074870,AOI,AQPLBCQ4EDMA1072,9448.25
69.0,7792,7792,7812,7772,1,JPE22060751,AOI,AQPLBCQ4EDMA1072,7792.0
69.0,6521,6550,6564,6564,3,SGD21085314,AOI,AQPLBCQ4EDMA1072,6549.75
69.0,7874,7915,7894,7936,6,SGD22057233,AOI,AQPLBCQ4EDMA1072,7904.75
69.0,11235,11235,11235,11194,3,JPE22183219,AOI,AQPLBCQ4EDMA1072,11224.75
69.0,6593,6578,6578,6578,2,JPE22060787,AOI,AQPLBCQ4EDMA1072,6581.75
69.0,6622,6578,6607,6637,7,JPE20470678,AOI,AQPLBCQ4EDMA1072,6611.0
69.0,9404,9404,9433,9433,6,JPE22192717,AOI,AQPLBCQ4EDMA1072,9418.5
69.0,6802,6864,6833,6864,3,SGD22056857,AOI,AQPLBCQ4EDMA1072,6840.75
69.0,9433,9463,9463,9493,8,JPE22193033,AOI,AQPLBCQ4EDMA1072,9463.0
69.0,8356,8333,8310,8379,6,SGD20453053,AOI,AQPLBCQ4EDMA1072,8344.5
69.0,5813,5802,5791,5747,7,JPE22060786,AOI,AQPLBCQ4EDMA1072,5788.25
69.0,7444,7444,7444,7444,4,SGD21214474,AOI,AQPLBCQ4EDMA1072,7444.0
69.0,7407,7500,7500,7575,1,SGD20392442,AOI,AQPLBCQ4EDMA1072,7495.5
69.0,7792,7792,7792,7812,3,JPE22192809,AOI,AQPLBCQ4EDMA1072,7797.0
68.9,6622,6666,6666,6637,3,JPE22062943,AOI,AQPLBCQ4EDMA1072,6647.75
68.9,6012,6072,6072,6060,6,JPE22060702,AOI,AQPLBCQ4EDMA1072,6054.0
68.9,7092,7159,7092,7109,2,SGD20445070,AOI,AQPLBCQ4EDMA1072,7113.0
68.9,6109,6160,6109,6122,7,JPE20452061,AOI,AQPLBCQ4EDMA1072,6125.0
68.9,8771,8746,8797,8746,6,SGD22056676,AOI,AQPLBCQ4EDMA1072,8765.0
68.9,7125,7125,7159,7058,5,JPE22190528,AOI,AQPLBCQ4EDMA1072,7116.75
68.9,7194,7211,7177,7194,7,SGD22023365,AOI,AQPLBCQ4EDMA1072,7194.0
68.9,8264,8287,8287,8333,7,SGD20404786,AOI,AQPLBCQ4EDMA1072,8292.75
68.9,6160,6198,6185,6122,4,JPE22062982,AOI,AQPLBCQ4EDMA1072,6166.25
68.9,8595,8645,8547,8620,1,JPE22190434,AOI,AQPLBCQ4EDMA1072,8601.75
68.9,6237,6263,6289,6302,5,SGD21085479,AOI,AQPLBCQ4EDMA1072,6272.75
68.9,9868,9836,9771,9803,6,SGD22074144,AOI,AQPLBCQ4EDMA1072,9819.5
68.9,10752,10676,10676,10752,7,SGD21214190,AOI,AQPLBCQ4EDMA1072,10714.0
68.9,7653,7653,7672,7653,1,JPE20443623,AOI,AQPLBCQ4EDMA1072,7657.75
68.9,7109,7092,7075,7092,3,SGD22023621,AOI,AQPLBCQ4EDMA1072,7092.0
68.9,6048,6060,6085,6036,8,SGD21521333,AOI,AQPLBCQ4EDMA1072,6057.25
68.9,7481,7575,7500,7518,4,SGD20475252,AOI,AQPLBCQ4EDMA1072,7518.5
68.9,9900,9900,9933,9900,1,SGD22056726,AOI,AQPLBCQ4EDMA1072,9908.25
68.9,7334,7334,7299,7371,5,JPE22200496,AOI,AQPLBCQ4EDMA1072,7334.5
68.9,6960,6896,6864,6896,4,SGD20436251,AOI,AQPLBCQ4EDMA1072,6904.0
68.9,8021,8021,7957,7936,7,SGD22056714,AOI,AQPLBCQ4EDMA1072,7983.75
68.8,6000,5988,6000,6036,6,SGD21067625,AOI,AQPLBCQ4EDMA1072,6006.0
68.8,10948,10909,10909,10909,7,SGD22057415,AOI,AQPLBCQ4EDMA1072,10918.75
68.8,6012,5988,6036,5952,5,JPE22063089,AOI,AQPLBCQ4EDMA1072,5997.0
68.8,10000,10033,9966,10033,4,JPE22192025,AOI,AQPLBCQ4EDMA1072,10008.0
68.8,6578,6593,6550,6607,7,SGD22023387,AOI,AQPLBCQ4EDMA1072,6582.0
68.8,6976,6993,6993,6976,3,SGD21521056,AOI,AQPLBCQ4EDMA1072,6984.5
68.8,7772,7751,7731,7751,2,SGD21521091,AOI,AQPLBCQ4EDMA1072,7751.25
68.8,6696,6666,6607,6637,3,JPE21242490,AOI,AQPLBCQ4EDMA1072,6651.5
68.8,9174,9202,9146,9174,4,SGD22074230,AOI,AQPLBCQ4EDMA1072,9174.0
